filename,class,bbox
006589.png,Car,"[271.22, 175.24, 385.41, 230.52]"
006679.png,Car,"[582.28, 168.47, 627.91, 200.67]"
002743.png,Car,"[0.0, 236.0, 337.9, 374.0]"
005983.png,Car,"[352.48, 176.03, 460.87, 231.31]"
004867.png,DontCare,"[558.52, 171.9, 601.27, 186.53]"
002294.png,Van,"[679.6, 169.95, 713.45, 206.99]"
002966.png,Car,"[0.0, 117.47, 391.95, 373.0]"
001312.png,Car,"[547.03, 176.7, 565.88, 193.04]"
005093.png,Truck,"[567.98, 161.78, 595.96, 191.22]"
000245.png,Car,"[363.25, 182.66, 466.82, 221.54]"
004374.png,DontCare,"[436.63, 179.24, 455.04, 191.82]"
001914.png,Car,"[658.06, 176.39, 688.45, 202.0]"
000853.png,DontCare,"[460.6, 173.98, 488.77, 184.44]"
006754.png,Car,"[427.37, 174.23, 511.48, 213.9]"
001701.png,Car,"[574.63, 187.31, 622.82, 226.87]"
006893.png,DontCare,"[604.35, 170.85, 623.14, 185.47]"
005245.png,Truck,"[343.61, 157.95, 419.14, 208.66]"
002760.png,Car,"[368.2, 188.42, 415.65, 215.31]"
004548.png,Van,"[317.67, 173.81, 367.33, 205.25]"
003901.png,Car,"[339.61, 179.0, 488.35, 235.81]"
001976.png,Car,"[711.66, 164.62, 875.52, 292.23]"
003513.png,Car,"[424.61, 181.29, 463.29, 201.37]"
004269.png,DontCare,"[1190.6, 176.03, 1234.44, 215.5]"
001887.png,DontCare,"[554.2, 173.42, 617.24, 196.35]"
000387.png,Car,"[466.19, 185.79, 492.19, 203.1]"
002929.png,Car,"[659.5, 162.94, 742.75, 192.9]"
002102.png,Car,"[677.08, 179.85, 755.01, 228.9]"
002022.png,Car,"[468.35, 180.48, 548.33, 235.58]"
001473.png,Truck,"[0.0, 110.79, 231.93, 235.1]"
000455.png,Car,"[480.13, 175.51, 548.19, 199.83]"
001990.png,Car,"[564.31, 174.4, 614.94, 223.41]"
000113.png,Misc,"[0.0, 191.0, 79.64, 233.33]"
000388.png,DontCare,"[439.63, 178.2, 452.1, 186.82]"
006508.png,Car,"[343.87, 189.84, 434.06, 258.03]"
000361.png,Car,"[455.1, 187.4, 528.49, 233.46]"
006253.png,Car,"[575.56, 176.71, 620.95, 219.9]"
006041.png,Misc,"[0.0, 0.13, 250.86, 375.0]"
006477.png,Car,"[599.7, 177.84, 630.46, 207.46]"
000324.png,Pedestrian,"[544.68, 162.36, 655.46, 328.52]"
007400.png,Car,"[102.33, 181.38, 310.05, 260.89]"
007329.png,Misc,"[352.95, 134.98, 503.27, 264.81]"
001716.png,Car,"[952.77, 181.81, 1068.7, 234.35]"
002181.png,Pedestrian,"[670.24, 170.06, 692.74, 210.57]"
001917.png,Misc,"[1013.27, 72.5, 1241.0, 374.0]"
002851.png,DontCare,"[612.41, 157.24, 657.34, 186.64]"
004713.png,Car,"[253.47, 171.49, 439.64, 244.78]"
000736.png,Car,"[1084.89, 208.43, 1241.0, 374.0]"
003955.png,DontCare,"[600.12, 171.48, 633.4, 217.06]"
007221.png,Tram,"[767.9, 116.41, 1053.48, 203.44]"
006746.png,Truck,"[537.1, 124.11, 681.94, 223.85]"
006594.png,Car,"[397.99, 178.04, 529.12, 280.85]"
006314.png,Car,"[389.49, 188.9, 474.76, 237.88]"
001996.png,Van,"[533.49, 154.22, 598.67, 198.33]"
000205.png,Misc,"[539.29, 177.15, 558.13, 207.71]"
004096.png,Car,"[95.3, 157.21, 301.93, 242.37]"
007263.png,Car,"[581.03, 181.21, 637.39, 227.18]"
004062.png,Car,"[424.72, 181.12, 463.38, 201.17]"
002806.png,Car,"[332.42, 177.55, 465.59, 227.72]"
006783.png,Cyclist,"[507.7, 178.49, 528.67, 225.32]"
002546.png,DontCare,"[0.0, 263.33, 53.34, 373.0]"
001671.png,Car,"[640.08, 176.56, 660.43, 194.4]"
004798.png,Car,"[649.81, 182.72, 688.97, 214.62]"
004283.png,Pedestrian,"[35.84, 144.8, 80.43, 247.34]"
000018.png,DontCare,"[800.19, 180.23, 843.98, 203.19]"
006106.png,Car,"[739.51, 181.79, 843.64, 253.85]"
003952.png,DontCare,"[522.5, 173.42, 553.84, 184.71]"
001580.png,Van,"[213.57, 158.48, 353.85, 240.2]"
006897.png,Car,"[78.46, 159.14, 363.2, 283.48]"
006928.png,Car,"[280.37, 182.41, 383.79, 234.52]"
005348.png,Pedestrian,"[765.49, 167.44, 789.16, 233.29]"
000320.png,DontCare,"[760.74, 171.95, 785.92, 189.87]"
002114.png,Car,"[823.63, 188.4, 1108.92, 359.52]"
003722.png,DontCare,"[162.84, 187.0, 192.24, 211.23]"
005935.png,Car,"[0.0, 186.02, 361.34, 375.0]"
000118.png,Person_sitting,"[841.06, 198.52, 902.78, 304.38]"
001344.png,Van,"[845.09, 126.43, 883.07, 171.3]"
000540.png,Car,"[319.41, 187.06, 464.24, 248.9]"
002707.png,DontCare,"[297.53, 139.24, 430.4, 233.23]"
006168.png,Car,"[560.09, 172.43, 578.62, 189.08]"
001402.png,Car,"[524.58, 169.73, 542.52, 183.69]"
007429.png,Car,"[575.02, 171.6, 625.94, 222.34]"
003246.png,Car,"[597.66, 177.21, 650.44, 200.03]"
006157.png,Car,"[372.86, 183.96, 495.81, 261.87]"
001771.png,Car,"[762.56, 166.76, 867.41, 212.86]"
000080.png,Car,"[536.11, 176.89, 565.32, 202.72]"
000967.png,DontCare,"[519.21, 142.07, 546.41, 159.87]"
006253.png,Car,"[652.31, 171.67, 690.43, 206.2]"
006527.png,Car,"[32.87, 186.32, 355.73, 292.32]"
006830.png,Pedestrian,"[541.78, 153.09, 605.78, 327.11]"
003896.png,Car,"[376.55, 185.02, 417.93, 205.16]"
001884.png,Truck,"[428.14, 152.66, 479.88, 197.67]"
003053.png,Car,"[645.42, 169.93, 726.89, 235.13]"
004610.png,DontCare,"[528.81, 182.15, 561.77, 194.73]"
007445.png,Car,"[853.34, 181.3, 922.39, 241.78]"
002003.png,Car,"[401.07, 182.21, 517.42, 260.4]"
003245.png,DontCare,"[878.28, 164.36, 906.39, 177.59]"
003040.png,Car,"[373.46, 178.09, 405.35, 196.29]"
001471.png,DontCare,"[488.21, 164.36, 507.91, 189.88]"
003335.png,Car,"[437.36, 181.66, 499.4, 209.3]"
002810.png,DontCare,"[547.73, 184.41, 595.89, 201.52]"
004379.png,DontCare,"[847.07, 184.09, 874.21, 232.58]"
005628.png,Car,"[769.6, 186.79, 1191.96, 374.0]"
001139.png,Car,"[449.98, 180.21, 502.92, 221.07]"
005692.png,Pedestrian,"[1066.47, 130.3, 1233.13, 374.0]"
005964.png,DontCare,"[489.77, 170.85, 578.35, 194.85]"
002087.png,Car,"[399.78, 178.78, 460.79, 228.23]"
000791.png,Truck,"[783.52, 125.85, 839.08, 199.23]"
006688.png,Car,"[0.0, 221.8, 212.11, 374.0]"
004235.png,DontCare,"[0.0, 167.59, 121.26, 373.0]"
000720.png,DontCare,"[505.4, 162.52, 521.07, 189.65]"
005731.png,Car,"[1091.96, 192.02, 1241.0, 306.45]"
000329.png,DontCare,"[129.35, 191.69, 149.18, 215.69]"
003337.png,Car,"[856.93, 168.29, 919.78, 199.38]"
002212.png,Car,"[664.79, 173.75, 753.72, 213.5]"
007131.png,Car,"[520.57, 180.41, 563.7, 218.25]"
004617.png,Van,"[0.0, 173.35, 223.55, 261.74]"
005878.png,DontCare,"[588.73, 179.19, 610.65, 187.56]"
005249.png,Car,"[817.92, 182.71, 938.63, 228.3]"
004827.png,Pedestrian,"[782.56, 170.21, 797.22, 224.78]"
002973.png,Pedestrian,"[372.62, 168.7, 396.79, 247.57]"
007480.png,Car,"[749.78, 170.88, 917.51, 243.48]"
000574.png,DontCare,"[616.22, 176.85, 635.13, 191.78]"
003338.png,Car,"[779.86, 184.42, 959.24, 297.05]"
002065.png,DontCare,"[208.76, 166.3, 238.81, 222.23]"
005622.png,DontCare,"[544.98, 177.1, 574.19, 191.72]"
002565.png,Cyclist,"[1085.97, 142.05, 1147.19, 191.97]"
000881.png,DontCare,"[489.77, 179.19, 500.23, 192.77]"
005131.png,Cyclist,"[932.23, 140.85, 1020.63, 237.5]"
003873.png,Car,"[880.1, 178.78, 963.28, 210.52]"
005299.png,Car,"[597.07, 174.88, 625.06, 201.83]"
002708.png,Car,"[474.66, 171.84, 554.41, 205.14]"
007228.png,Van,"[657.27, 149.62, 686.68, 182.23]"
005320.png,Car,"[911.04, 172.92, 1203.37, 374.0]"
006682.png,Pedestrian,"[305.15, 174.91, 327.88, 225.61]"
001059.png,DontCare,"[0.0, 189.59, 41.05, 233.87]"
006938.png,DontCare,"[637.69, 173.98, 656.48, 189.65]"
005427.png,Car,"[143.77, 189.28, 369.0, 272.53]"
004094.png,Pedestrian,"[748.43, 168.34, 765.76, 218.13]"
004211.png,Car,"[232.53, 177.86, 447.85, 338.86]"
003690.png,Car,"[433.11, 184.27, 488.56, 219.53]"
006665.png,Car,"[0.0, 192.41, 399.14, 373.0]"
005356.png,Truck,"[332.73, 157.77, 412.55, 210.53]"
002934.png,Car,"[74.4, 206.66, 155.8, 275.49]"
002605.png,DontCare,"[0.0, 90.15, 261.65, 368.0]"
003955.png,DontCare,"[736.61, 167.59, 755.02, 206.05]"
003059.png,Van,"[0.0, 123.41, 149.66, 287.77]"
003901.png,DontCare,"[0.0, 269.8, 100.56, 373.0]"
002189.png,Pedestrian,"[488.69, 177.12, 512.44, 236.69]"
005866.png,Car,"[402.13, 167.18, 527.0, 213.81]"
007018.png,DontCare,"[581.44, 170.85, 603.36, 193.81]"
005899.png,Truck,"[0.0, 0.0, 77.88, 369.0]"
006914.png,Car,"[927.7, 185.77, 1241.0, 374.0]"
006962.png,DontCare,"[555.4, 176.06, 589.82, 184.44]"
006326.png,DontCare,"[747.06, 162.52, 805.43, 178.19]"
003108.png,Car,"[717.65, 173.09, 736.49, 188.43]"
001128.png,Truck,"[742.89, 108.67, 884.65, 224.85]"
006628.png,Car,"[806.87, 171.22, 869.1, 199.72]"
000225.png,Truck,"[493.59, 139.74, 560.18, 216.45]"
007218.png,DontCare,"[361.65, 180.23, 430.44, 228.19]"
005863.png,Car,"[523.46, 184.51, 551.28, 209.24]"
003181.png,Car,"[590.1, 177.08, 617.08, 203.77]"
007044.png,DontCare,"[424.15, 163.56, 534.61, 181.31]"
006129.png,Car,"[703.64, 172.79, 775.67, 239.65]"
005671.png,DontCare,"[539.77, 168.77, 640.85, 196.94]"
003115.png,Car,"[459.54, 179.72, 520.96, 204.32]"
006082.png,Pedestrian,"[624.91, 172.29, 633.58, 200.28]"
001649.png,Car,"[678.59, 172.21, 804.42, 216.52]"
003291.png,Van,"[89.34, 154.27, 352.06, 268.3]"
000986.png,Car,"[403.81, 181.79, 495.48, 252.7]"
006382.png,Cyclist,"[953.49, 161.44, 1066.24, 255.84]"
000561.png,Car,"[764.16, 184.92, 1027.68, 332.53]"
001611.png,Pedestrian,"[205.76, 153.33, 242.44, 251.76]"
005730.png,Truck,"[634.99, 135.79, 694.28, 207.42]"
006245.png,Car,"[419.05, 180.78, 549.47, 269.5]"
001242.png,Car,"[712.96, 131.23, 747.56, 158.35]"
000098.png,Misc,"[414.69, 131.6, 493.19, 217.99]"
000518.png,DontCare,"[813.73, 200.02, 864.81, 276.1]"
003237.png,Car,"[118.56, 193.18, 262.64, 260.06]"
003554.png,Car,"[752.41, 164.77, 811.96, 184.72]"
001281.png,Truck,"[597.67, 156.53, 628.48, 189.9]"
002983.png,DontCare,"[515.38, 173.42, 587.48, 196.35]"
007422.png,Car,"[246.53, 197.71, 437.82, 315.3]"
005972.png,Car,"[47.75, 174.77, 241.49, 241.87]"
003047.png,DontCare,"[128.78, 207.78, 243.2, 248.05]"
003343.png,DontCare,"[451.99, 172.77, 474.28, 184.06]"
003227.png,Car,"[1168.17, 171.81, 1241.0, 215.83]"
000771.png,Car,"[432.94, 174.1, 466.47, 200.98]"
006595.png,Car,"[546.43, 177.49, 577.81, 199.27]"
002302.png,Car,"[575.5, 177.69, 619.27, 219.34]"
006642.png,Car,"[366.84, 185.55, 423.61, 205.5]"
004170.png,Pedestrian,"[283.65, 156.93, 307.6, 211.46]"
004857.png,Van,"[949.03, 150.52, 1166.84, 230.5]"
002350.png,Car,"[574.93, 185.35, 601.67, 206.72]"
002652.png,Car,"[510.73, 184.44, 567.92, 222.03]"
006425.png,Van,"[568.39, 157.37, 615.92, 188.79]"
002539.png,Car,"[520.41, 185.71, 551.09, 209.51]"
000357.png,Car,"[148.83, 190.03, 391.12, 315.88]"
004328.png,Car,"[727.85, 178.42, 829.79, 246.46]"
001768.png,Car,"[518.77, 189.95, 561.01, 221.23]"
004127.png,Truck,"[371.71, 158.43, 436.55, 203.85]"
003716.png,DontCare,"[512.8, 177.3, 603.66, 206.06]"
006631.png,DontCare,"[426.23, 178.15, 448.15, 191.73]"
003264.png,Car,"[1177.33, 158.55, 1241.0, 206.29]"
002597.png,Car,"[399.17, 186.38, 507.52, 265.87]"
001701.png,DontCare,"[992.78, 174.06, 1097.87, 216.4]"
003960.png,Car,"[589.93, 176.15, 632.38, 218.43]"
006783.png,Car,"[620.37, 176.81, 646.87, 199.36]"
002195.png,Car,"[528.13, 171.91, 571.35, 206.71]"
003455.png,Pedestrian,"[712.48, 165.77, 730.24, 224.83]"
003444.png,Car,"[981.16, 196.99, 1241.0, 374.0]"
002441.png,Car,"[1092.26, 138.31, 1205.61, 188.7]"
003055.png,Car,"[555.04, 177.82, 608.44, 226.5]"
002391.png,Cyclist,"[874.16, 158.19, 929.66, 246.22]"
002382.png,Car,"[716.84, 160.88, 849.48, 259.44]"
004695.png,Car,"[470.32, 181.14, 539.66, 226.66]"
000663.png,Pedestrian,"[853.52, 158.84, 916.46, 298.24]"
000338.png,Car,"[700.62, 173.49, 768.4, 237.23]"
001843.png,DontCare,"[0.0, 267.21, 35.87, 373.0]"
005917.png,DontCare,"[959.56, 185.44, 1001.27, 207.36]"
001582.png,Car,"[519.58, 168.82, 584.9, 215.89]"
003510.png,Car,"[166.7, 186.07, 351.76, 252.76]"
004284.png,Car,"[274.3, 180.95, 335.26, 209.0]"
004635.png,Car,"[660.88, 178.07, 706.35, 212.39]"
002139.png,Car,"[276.92, 184.2, 356.44, 221.34]"
004990.png,Van,"[657.85, 167.18, 684.42, 196.18]"
006828.png,Pedestrian,"[1153.52, 132.6, 1237.52, 350.15]"
005117.png,Van,"[803.73, 164.64, 840.7, 185.79]"
006109.png,Car,"[696.0, 173.81, 732.07, 204.1]"
002817.png,Car,"[1081.88, 162.48, 1214.06, 217.65]"
002199.png,Car,"[520.58, 192.01, 669.72, 287.85]"
003992.png,Car,"[155.35, 191.66, 269.34, 246.0]"
000795.png,Car,"[753.18, 189.21, 912.75, 286.1]"
006281.png,Van,"[241.87, 151.23, 362.54, 232.61]"
006881.png,Pedestrian,"[1069.37, 176.57, 1222.66, 374.0]"
002413.png,Van,"[311.16, 147.98, 480.4, 285.99]"
006319.png,Van,"[1140.06, 122.36, 1241.0, 340.29]"
007216.png,Car,"[745.89, 175.61, 916.44, 285.67]"
001422.png,Pedestrian,"[1089.29, 147.62, 1118.28, 238.14]"
001183.png,Car,"[792.74, 190.25, 1241.0, 374.0]"
000976.png,Van,"[811.67, 134.32, 1241.0, 374.0]"
001084.png,Car,"[543.9, 166.03, 599.42, 205.38]"
003746.png,Car,"[422.47, 181.95, 505.27, 241.7]"
002489.png,Car,"[486.53, 188.88, 532.75, 219.14]"
005329.png,Pedestrian,"[938.21, 150.79, 993.54, 304.76]"
003993.png,Van,"[496.71, 154.23, 575.14, 195.44]"
005633.png,Pedestrian,"[1052.82, 138.53, 1136.48, 295.61]"
005386.png,Car,"[227.43, 182.58, 397.3, 247.94]"
007120.png,Car,"[71.19, 184.74, 182.58, 220.97]"
001221.png,Car,"[790.01, 184.59, 1210.73, 374.0]"
001915.png,Pedestrian,"[1039.31, 160.55, 1085.51, 287.94]"
000994.png,Car,"[395.53, 178.45, 425.07, 196.36]"
001644.png,Pedestrian,"[968.49, 165.03, 997.25, 236.09]"
005444.png,Car,"[691.65, 175.99, 713.34, 189.93]"
001371.png,Car,"[761.59, 166.03, 1070.22, 374.0]"
001494.png,Van,"[925.63, 98.1, 1241.0, 249.97]"
003679.png,Car,"[592.76, 179.58, 619.01, 205.53]"
006281.png,Car,"[167.62, 184.18, 391.9, 303.36]"
003956.png,Van,"[716.83, 156.77, 760.71, 192.13]"
006013.png,DontCare,"[631.44, 203.15, 672.11, 212.57]"
004028.png,Pedestrian,"[616.78, 164.86, 647.45, 253.94]"
001083.png,Car,"[636.57, 174.05, 660.35, 194.58]"
003734.png,Car,"[474.29, 178.62, 528.01, 200.26]"
006251.png,Truck,"[620.37, 133.31, 683.48, 199.31]"
002285.png,Car,"[601.63, 179.27, 662.66, 228.87]"
006165.png,DontCare,"[725.19, 157.31, 1240.0, 184.44]"
007397.png,Truck,"[586.3, 162.8, 613.81, 192.59]"
002476.png,Car,"[289.91, 195.62, 404.78, 269.78]"
005188.png,DontCare,"[758.52, 177.1, 784.6, 196.93]"
007189.png,Pedestrian,"[412.48, 179.09, 442.36, 267.25]"
005288.png,DontCare,"[448.1, 172.94, 482.52, 190.69]"
000146.png,Car,"[588.43, 176.0, 624.41, 208.84]"
006849.png,DontCare,"[553.31, 177.1, 593.98, 188.6]"
004013.png,DontCare,"[515.84, 170.99, 522.1, 177.78]"
003379.png,DontCare,"[701.68, 172.77, 725.91, 183.41]"
000666.png,Car,"[269.86, 172.9, 449.21, 242.06]"
006745.png,Pedestrian,"[968.27, 145.51, 1020.86, 289.77]"
006474.png,Misc,"[208.2, 199.93, 353.61, 288.82]"
005516.png,Car,"[360.27, 188.1, 444.15, 237.89]"
006733.png,Car,"[478.07, 184.49, 516.12, 212.15]"
004041.png,DontCare,"[553.06, 178.27, 584.08, 185.03]"
004818.png,Van,"[331.25, 155.47, 465.4, 205.31]"
002225.png,Car,"[197.47, 189.99, 321.34, 229.25]"
003190.png,Misc,"[890.27, 221.8, 973.13, 284.25]"
001608.png,Car,"[584.99, 172.99, 627.78, 212.04]"
000472.png,Car,"[705.32, 175.05, 811.89, 257.62]"
006137.png,Car,"[334.41, 185.24, 385.26, 206.26]"
004999.png,Car,"[708.88, 179.15, 797.97, 239.79]"
007035.png,Car,"[246.07, 190.05, 390.17, 244.41]"
006034.png,Car,"[913.74, 173.11, 1241.0, 374.0]"
003097.png,Car,"[347.78, 176.91, 492.74, 239.28]"
003131.png,DontCare,"[675.81, 165.65, 694.86, 185.35]"
007203.png,Pedestrian,"[1123.23, 148.91, 1161.57, 279.89]"
006426.png,Car,"[361.79, 187.67, 499.74, 239.0]"
002355.png,DontCare,"[0.0, 184.41, 96.68, 251.98]"
002745.png,DontCare,"[713.33, 161.77, 733.68, 220.28]"
004800.png,Car,"[834.71, 182.71, 1018.09, 267.64]"
000883.png,Pedestrian,"[396.21, 170.49, 416.25, 227.23]"
007405.png,DontCare,"[598.24, 163.12, 637.76, 194.33]"
000616.png,Car,"[329.11, 176.02, 480.45, 292.44]"
003863.png,Car,"[239.38, 177.84, 446.52, 276.03]"
004770.png,Car,"[129.97, 185.83, 159.66, 209.76]"
006298.png,Car,"[671.59, 182.31, 726.55, 226.62]"
003775.png,Car,"[266.47, 171.51, 370.87, 204.0]"
004484.png,Tram,"[663.43, 147.15, 721.16, 185.0]"
005229.png,Car,"[708.98, 180.29, 768.38, 230.69]"
004074.png,DontCare,"[840.63, 159.74, 896.84, 179.82]"
005397.png,Car,"[346.51, 184.1, 464.99, 218.44]"
004553.png,Car,"[952.19, 194.63, 1241.0, 374.0]"
006440.png,Pedestrian,"[831.07, 165.63, 846.07, 203.89]"
002409.png,Car,"[986.23, 170.72, 1180.17, 235.97]"
001525.png,Van,"[685.78, 164.33, 766.15, 232.75]"
006766.png,Car,"[740.54, 193.44, 961.61, 343.89]"
002122.png,Car,"[154.17, 189.61, 384.47, 281.6]"
005780.png,Car,"[947.83, 174.52, 1085.92, 218.61]"
003173.png,Car,"[588.76, 178.49, 628.76, 218.32]"
002452.png,Car,"[654.48, 171.65, 708.14, 192.79]"
007005.png,Car,"[452.36, 174.29, 485.51, 193.82]"
002335.png,Car,"[208.41, 168.4, 350.62, 259.44]"
005905.png,Person_sitting,"[874.58, 200.77, 945.0, 324.08]"
001983.png,Car,"[647.8, 178.52, 706.49, 221.98]"
005795.png,Car,"[528.83, 180.56, 553.57, 200.09]"
001149.png,DontCare,"[1216.6, 187.65, 1240.0, 235.81]"
004062.png,Car,"[0.0, 202.88, 48.51, 254.4]"
001237.png,Car,"[681.32, 177.31, 781.88, 259.73]"
006082.png,Car,"[739.18, 147.03, 989.81, 335.88]"
005697.png,Car,"[33.99, 186.16, 131.59, 226.67]"
003573.png,DontCare,"[935.2, 115.2, 956.19, 137.49]"
000012.png,Car,"[662.2, 185.85, 690.21, 205.03]"
001237.png,Car,"[660.61, 184.14, 730.28, 232.81]"
004665.png,Cyclist,"[317.08, 160.55, 431.45, 329.4]"
004840.png,Car,"[574.97, 173.53, 614.91, 213.32]"
004344.png,Car,"[76.66, 187.21, 161.24, 223.58]"
005425.png,DontCare,"[487.69, 164.6, 550.23, 181.31]"
002997.png,DontCare,"[621.47, 178.59, 639.23, 197.0]"
001355.png,Pedestrian,"[0.0, 143.86, 257.2, 373.0]"
000919.png,DontCare,"[0.0, 184.4, 28.17, 237.57]"
003621.png,Car,"[55.92, 151.7, 354.74, 278.42]"
000173.png,Car,"[840.53, 182.28, 894.38, 226.67]"
003511.png,Car,"[558.91, 170.28, 620.33, 220.95]"
004500.png,DontCare,"[546.27, 176.33, 574.38, 187.94]"
001046.png,Car,"[371.08, 176.73, 483.97, 255.02]"
002065.png,Pedestrian,"[800.72, 163.43, 821.02, 220.54]"
005739.png,Truck,"[375.08, 152.25, 448.92, 214.2]"
006416.png,Car,"[717.89, 171.47, 884.78, 273.55]"
004616.png,Car,"[0.0, 144.58, 193.77, 374.0]"
001989.png,Van,"[556.67, 170.6, 583.15, 203.79]"
001934.png,Car,"[493.52, 178.09, 521.61, 196.88]"
006491.png,Misc,"[208.76, 186.23, 236.96, 213.85]"
004362.png,Cyclist,"[343.73, 175.09, 382.32, 216.56]"
001815.png,DontCare,"[495.33, 157.89, 546.08, 186.0]"
002527.png,Car,"[668.16, 175.59, 734.77, 202.74]"
003526.png,Pedestrian,"[3.64, 156.92, 66.64, 319.82]"
001426.png,Car,"[261.05, 181.78, 364.4, 239.04]"
004577.png,DontCare,"[586.05, 172.45, 641.33, 189.89]"
006734.png,DontCare,"[722.06, 159.4, 745.02, 218.82]"
000622.png,DontCare,"[768.54, 183.89, 792.63, 194.33]"
002014.png,Cyclist,"[991.71, 147.36, 1029.67, 217.37]"
003942.png,DontCare,"[713.97, 181.18, 734.96, 193.76]"
001152.png,DontCare,"[538.67, 168.24, 581.01, 191.17]"
004379.png,Pedestrian,"[245.51, 180.31, 278.97, 267.79]"
005464.png,Car,"[153.29, 180.3, 236.81, 216.59]"
005182.png,Car,"[1127.79, 144.59, 1241.0, 192.41]"
002725.png,Car,"[355.4, 166.02, 477.07, 261.08]"
002719.png,Car,"[145.54, 190.51, 439.18, 369.06]"
006602.png,Car,"[679.04, 183.35, 732.38, 221.89]"
000910.png,Car,"[632.69, 181.77, 725.49, 218.4]"
006595.png,Car,"[122.91, 198.49, 343.14, 305.15]"
005642.png,Van,"[252.32, 172.67, 360.55, 236.17]"
004666.png,Car,"[441.76, 182.2, 513.58, 240.42]"
001580.png,Car,"[0.0, 172.26, 117.0, 374.0]"
005885.png,DontCare,"[625.19, 177.1, 662.73, 202.14]"
000038.png,Car,"[489.07, 180.53, 521.27, 201.03]"
002045.png,Person_sitting,"[451.91, 185.65, 490.74, 248.35]"
006428.png,Tram,"[744.1, 89.74, 915.06, 230.17]"
006845.png,Car,"[991.95, 146.11, 1206.26, 246.08]"
001252.png,Pedestrian,"[724.09, 158.79, 765.43, 264.49]"
000964.png,Car,"[532.34, 174.48, 599.63, 226.55]"
000994.png,Car,"[184.58, 183.63, 266.34, 214.37]"
005242.png,Car,"[111.8, 192.46, 204.59, 244.0]"
006700.png,DontCare,"[465.81, 190.65, 476.27, 212.57]"
002142.png,Car,"[389.27, 182.19, 446.73, 216.57]"
003478.png,Car,"[644.21, 177.53, 676.25, 204.33]"
003510.png,DontCare,"[601.42, 173.42, 625.0, 193.77]"
006293.png,Car,"[742.3, 168.44, 797.18, 187.38]"
002629.png,Car,"[1081.99, 176.32, 1241.0, 274.19]"
007113.png,DontCare,"[585.6, 168.77, 609.6, 188.6]"
003890.png,DontCare,"[492.74, 177.94, 508.56, 188.58]"
000087.png,DontCare,"[759.56, 165.65, 787.73, 195.9]"
001681.png,Van,"[641.05, 167.4, 709.54, 199.11]"
000232.png,DontCare,"[357.8, 180.77, 455.11, 191.25]"
004842.png,Car,"[0.0, 209.49, 309.26, 374.0]"
005012.png,Car,"[595.18, 174.61, 638.9, 215.95]"
001700.png,Car,"[820.35, 168.6, 1094.2, 255.41]"
003684.png,DontCare,"[644.76, 177.3, 689.04, 193.77]"
004438.png,Car,"[485.9, 190.27, 542.82, 236.61]"
006959.png,DontCare,"[504.35, 180.23, 554.39, 190.69]"
006310.png,Car,"[588.92, 167.06, 650.63, 213.57]"
007379.png,DontCare,"[676.23, 152.1, 815.85, 180.27]"
002839.png,Car,"[522.73, 174.09, 558.25, 202.0]"
006623.png,Pedestrian,"[400.73, 173.54, 410.73, 230.78]"
006587.png,Van,"[650.95, 157.87, 708.75, 212.92]"
005410.png,Car,"[637.24, 146.83, 861.57, 280.23]"
001015.png,Car,"[0.0, 210.8, 205.7, 374.0]"
004901.png,Pedestrian,"[171.97, 148.53, 253.65, 316.53]"
007105.png,Van,"[663.33, 167.2, 692.88, 193.16]"
002412.png,Car,"[0.0, 193.88, 202.28, 341.44]"
003861.png,DontCare,"[833.65, 155.95, 999.54, 184.71]"
001142.png,Car,"[894.05, 181.63, 1241.0, 374.0]"
004598.png,Car,"[453.42, 178.62, 514.51, 234.12]"
005241.png,Car,"[410.51, 163.32, 542.83, 282.13]"
002187.png,Car,"[1151.24, 215.16, 1241.0, 374.0]"
007170.png,Car,"[523.71, 171.0, 553.26, 193.02]"
001925.png,Car,"[491.71, 178.27, 544.16, 216.91]"
002423.png,Car,"[649.24, 170.26, 756.05, 251.45]"
005751.png,Car,"[639.08, 177.24, 670.03, 201.92]"
005403.png,Car,"[677.11, 180.19, 757.26, 238.71]"
003938.png,Car,"[702.76, 160.38, 763.97, 206.98]"
001207.png,DontCare,"[430.54, 172.31, 455.33, 227.41]"
003410.png,Car,"[626.66, 173.05, 660.48, 201.29]"
007414.png,Car,"[1085.21, 174.48, 1241.0, 374.0]"
004114.png,DontCare,"[831.54, 183.12, 853.83, 196.68]"
002819.png,DontCare,"[1023.2, 171.48, 1240.0, 187.3]"
000146.png,Car,"[661.54, 180.74, 728.15, 230.43]"
004268.png,Cyclist,"[398.72, 139.68, 449.5, 194.4]"
002328.png,Car,"[634.09, 174.76, 664.46, 199.19]"
004852.png,DontCare,"[394.98, 183.35, 427.31, 201.1]"
004364.png,Cyclist,"[697.64, 167.34, 716.6, 209.16]"
004871.png,DontCare,"[523.1, 169.81, 574.18, 193.81]"
006864.png,Car,"[0.0, 191.3, 328.77, 312.29]"
006789.png,Car,"[458.36, 179.69, 510.17, 218.77]"
005145.png,Car,"[406.05, 174.49, 509.54, 212.51]"
001561.png,Car,"[507.95, 178.26, 547.3, 211.85]"
003643.png,Tram,"[0.0, 0.0, 355.47, 374.0]"
004968.png,Pedestrian,"[840.29, 167.52, 864.29, 230.44]"
004245.png,DontCare,"[331.83, 172.45, 465.7, 188.92]"
